instant_daily,dteday,season_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,cnt_daily,instant_hourly,season_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,cnt_hourly
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7771,Winter,Nov,9,0,5,1,1,0.32,0.3485,0.76,0.0,95
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7772,Winter,Nov,10,0,5,1,1,0.36,0.3485,0.71,0.1642,142
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7773,Winter,Nov,11,0,5,1,1,0.4,0.4091,0.66,0.1045,226
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7774,Winter,Nov,12,0,5,1,1,0.46,0.4545,0.51,0.1045,272
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7775,Winter,Nov,13,0,5,1,1,0.5,0.4848,0.45,0.2239,283
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7776,Winter,Nov,14,0,5,1,1,0.52,0.5,0.39,0.2239,272
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7777,Winter,Nov,15,0,5,1,1,0.52,0.5,0.36,0.194,310
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7778,Winter,Nov,16,0,5,1,1,0.5,0.4848,0.39,0.1642,261
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7779,Winter,Nov,17,0,5,1,1,0.5,0.4848,0.34,0.1045,184
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7780,Winter,Nov,18,0,5,1,1,0.46,0.4545,0.44,0.0896,153
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7781,Winter,Nov,19,0,5,1,1,0.42,0.4242,0.67,0.0,134
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7782,Winter,Nov,20,0,5,1,1,0.4,0.4091,0.58,0.0896,95
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7783,Winter,Nov,21,0,5,1,1,0.36,0.3788,0.71,0.0,85
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7784,Winter,Nov,22,0,5,1,1,0.34,0.3485,0.71,0.0896,58
329,2011-11-25,Winter,Nov,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,7785,Winter,Nov,23,0,5,1,1,0.34,0.3485,0.76,0.1045,33
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7786,Winter,Nov,0,0,6,0,1,0.34,0.3485,0.76,0.1045,47
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7787,Winter,Nov,1,0,6,0,1,0.32,0.3333,0.76,0.0896,29
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7788,Winter,Nov,2,0,6,0,1,0.3,0.3182,0.81,0.1045,23
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7789,Winter,Nov,3,0,6,0,1,0.3,0.3333,0.81,0.0,17
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7790,Winter,Nov,4,0,6,0,1,0.3,0.3333,0.81,0.0,4
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7791,Winter,Nov,5,0,6,0,1,0.3,0.3182,0.75,0.1045,3
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7792,Winter,Nov,6,0,6,0,2,0.3,0.3182,0.75,0.0896,10
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7793,Winter,Nov,7,0,6,0,1,0.26,0.2727,0.87,0.1045,17
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7794,Winter,Nov,8,0,6,0,1,0.32,0.3333,0.76,0.0896,60
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7795,Winter,Nov,9,0,6,0,1,0.34,0.3485,0.76,0.0896,83
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7796,Winter,Nov,10,0,6,0,1,0.36,0.3788,0.81,0.0,141
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7797,Winter,Nov,11,0,6,0,1,0.4,0.4091,0.62,0.1045,230
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7798,Winter,Nov,12,0,6,0,1,0.44,0.4394,0.51,0.0,309
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7799,Winter,Nov,13,0,6,0,1,0.48,0.4697,0.44,0.0,325
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7800,Winter,Nov,14,0,6,0,2,0.48,0.4697,0.48,0.1343,299
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7801,Winter,Nov,15,0,6,0,2,0.5,0.4848,0.42,0.1045,314
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7802,Winter,Nov,16,0,6,0,2,0.46,0.4545,0.47,0.1343,275
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7803,Winter,Nov,17,0,6,0,2,0.46,0.4545,0.47,0.1343,184
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7804,Winter,Nov,18,0,6,0,2,0.42,0.4242,0.62,0.1642,185
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7805,Winter,Nov,19,0,6,0,2,0.4,0.4091,0.71,0.0896,146
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7806,Winter,Nov,20,0,6,0,2,0.42,0.4242,0.58,0.0,141
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7807,Winter,Nov,21,0,6,0,2,0.38,0.3939,0.82,0.0,92
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7808,Winter,Nov,22,0,6,0,2,0.38,0.3939,0.76,0.0,65
330,2011-11-26,Winter,Nov,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,7809,Winter,Nov,23,0,6,0,1,0.36,0.3788,0.81,0.0,69
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7810,Winter,Nov,0,0,0,0,1,0.36,0.3788,0.81,0.0,46
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7811,Winter,Nov,1,0,0,0,1,0.36,0.3788,0.81,0.0,44
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7812,Winter,Nov,2,0,0,0,1,0.34,0.3636,0.81,0.0,31
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7813,Winter,Nov,3,0,0,0,1,0.34,0.3636,0.87,0.0,17
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7814,Winter,Nov,4,0,0,0,1,0.34,0.3485,0.87,0.1045,4
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7815,Winter,Nov,5,0,0,0,1,0.36,0.3485,0.87,0.194,5
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7816,Winter,Nov,6,0,0,0,1,0.38,0.3939,0.82,0.1642,9
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7817,Winter,Nov,7,0,0,0,1,0.38,0.3939,0.87,0.2239,23
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7818,Winter,Nov,8,0,0,0,1,0.4,0.4091,0.82,0.2985,42
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7819,Winter,Nov,9,0,0,0,1,0.46,0.4545,0.72,0.2836,111
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7820,Winter,Nov,10,0,0,0,1,0.46,0.4545,0.72,0.2836,189
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7821,Winter,Nov,11,0,0,0,1,0.5,0.4848,0.63,0.3582,240
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7822,Winter,Nov,12,0,0,0,1,0.54,0.5152,0.56,0.2836,256
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7823,Winter,Nov,13,0,0,0,1,0.54,0.5152,0.6,0.194,313
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7824,Winter,Nov,14,0,0,0,1,0.62,0.6212,0.43,0.4627,313
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7825,Winter,Nov,15,0,0,0,1,0.62,0.6212,0.43,0.2836,317
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7826,Winter,Nov,16,0,0,0,1,0.56,0.5303,0.52,0.2537,323
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7827,Winter,Nov,17,0,0,0,1,0.54,0.5152,0.56,0.194,204
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7828,Winter,Nov,18,0,0,0,1,0.5,0.4848,0.63,0.1642,155
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7829,Winter,Nov,19,0,0,0,1,0.48,0.4697,0.67,0.2239,139
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7830,Winter,Nov,20,0,0,0,1,0.5,0.4848,0.63,0.2537,104
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7831,Winter,Nov,21,0,0,0,1,0.48,0.4697,0.67,0.2836,88
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7832,Winter,Nov,22,0,0,0,1,0.48,0.4697,0.72,0.2537,66
331,2011-11-27,Winter,Nov,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,7833,Winter,Nov,23,0,0,0,1,0.48,0.4697,0.72,0.2537,32
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7834,Winter,Nov,0,0,1,1,1,0.46,0.4545,0.77,0.2836,16
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7835,Winter,Nov,1,0,1,1,1,0.46,0.4545,0.77,0.2985,13
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7836,Winter,Nov,3,0,1,1,1,0.44,0.4394,0.88,0.2239,5
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7837,Winter,Nov,4,0,1,1,1,0.44,0.4394,0.82,0.0896,4
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7838,Winter,Nov,5,0,1,1,1,0.4,0.4091,0.87,0.0,34
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7839,Winter,Nov,6,0,1,1,1,0.42,0.4242,0.82,0.0896,104
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7840,Winter,Nov,7,0,1,1,1,0.42,0.4242,0.88,0.0,277
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7841,Winter,Nov,8,0,1,1,2,0.42,0.4242,0.94,0.0,407
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7842,Winter,Nov,9,0,1,1,2,0.44,0.4394,0.88,0.2239,208
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7843,Winter,Nov,10,0,1,1,2,0.48,0.4697,0.77,0.1343,107
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7844,Winter,Nov,11,0,1,1,2,0.52,0.5,0.68,0.1045,118
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7845,Winter,Nov,12,0,1,1,1,0.56,0.5303,0.6,0.1045,178
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7846,Winter,Nov,13,0,1,1,2,0.58,0.5455,0.56,0.0,162
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7847,Winter,Nov,14,0,1,1,1,0.6,0.6212,0.56,0.0,143
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7848,Winter,Nov,15,0,1,1,1,0.58,0.5455,0.6,0.1642,150
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7849,Winter,Nov,16,0,1,1,1,0.56,0.5303,0.6,0.194,264
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7850,Winter,Nov,17,0,1,1,1,0.58,0.5455,0.56,0.194,468
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7851,Winter,Nov,18,0,1,1,1,0.56,0.5303,0.64,0.2239,416
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7852,Winter,Nov,19,0,1,1,1,0.54,0.5152,0.73,0.2239,264
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7853,Winter,Nov,20,0,1,1,2,0.54,0.5152,0.73,0.2537,218
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7854,Winter,Nov,21,0,1,1,2,0.54,0.5152,0.77,0.2239,156
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7855,Winter,Nov,22,0,1,1,2,0.52,0.5,0.83,0.1045,109
332,2011-11-28,Winter,Nov,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,7856,Winter,Nov,23,0,1,1,2,0.52,0.5,0.83,0.1343,46
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7857,Winter,Nov,0,0,2,1,1,0.52,0.5,0.83,0.0,22
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7858,Winter,Nov,1,0,2,1,1,0.52,0.5,0.83,0.0896,17
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7859,Winter,Nov,2,0,2,1,2,0.5,0.4848,0.88,0.0,5
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7860,Winter,Nov,3,0,2,1,2,0.5,0.4848,0.88,0.0,2
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7861,Winter,Nov,4,0,2,1,2,0.52,0.5,0.83,0.3284,6
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7862,Winter,Nov,5,0,2,1,1,0.5,0.4848,0.88,0.2836,22
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7863,Winter,Nov,6,0,2,1,1,0.52,0.5,0.83,0.2836,89
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7864,Winter,Nov,7,0,2,1,1,0.52,0.5,0.77,0.2239,342
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7865,Winter,Nov,8,0,2,1,1,0.54,0.5152,0.77,0.2836,449
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7866,Winter,Nov,9,0,2,1,3,0.56,0.5303,0.73,0.4179,202
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7867,Winter,Nov,10,0,2,1,3,0.56,0.5303,0.73,0.4179,36
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7868,Winter,Nov,11,0,2,1,3,0.5,0.4848,0.88,0.2985,11
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7869,Winter,Nov,12,0,2,1,3,0.42,0.4242,0.82,0.4179,18
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7870,Winter,Nov,13,0,2,1,3,0.42,0.4242,0.77,0.2836,22
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7871,Winter,Nov,14,0,2,1,3,0.4,0.4091,0.94,0.194,36
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7872,Winter,Nov,15,0,2,1,3,0.4,0.4091,0.87,0.3284,65
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7873,Winter,Nov,16,0,2,1,3,0.4,0.4091,0.87,0.2239,151
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7874,Winter,Nov,17,0,2,1,2,0.4,0.4091,0.87,0.2985,354
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7875,Winter,Nov,18,0,2,1,2,0.4,0.4091,0.82,0.2985,358
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7876,Winter,Nov,19,0,2,1,2,0.4,0.4091,0.82,0.3284,250
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7877,Winter,Nov,20,0,2,1,2,0.38,0.3939,0.87,0.2537,184
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7878,Winter,Nov,21,0,2,1,2,0.38,0.3939,0.87,0.2537,125
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7879,Winter,Nov,22,0,2,1,1,0.38,0.3939,0.82,0.2985,95
333,2011-11-29,Winter,Nov,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,7880,Winter,Nov,23,0,2,1,1,0.36,0.3333,0.76,0.3881,53
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7881,Winter,Nov,0,0,3,1,1,0.36,0.3333,0.62,0.4179,24
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7882,Winter,Nov,1,0,3,1,1,0.34,0.303,0.66,0.3284,8
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7883,Winter,Nov,2,0,3,1,1,0.32,0.3182,0.7,0.1642,5
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7884,Winter,Nov,3,0,3,1,1,0.32,0.3182,0.7,0.1642,1
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7885,Winter,Nov,4,0,3,1,1,0.3,0.2879,0.75,0.2239,5
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7886,Winter,Nov,5,0,3,1,1,0.28,0.2727,0.81,0.194,22
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7887,Winter,Nov,6,0,3,1,1,0.26,0.2727,0.87,0.1045,103
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7888,Winter,Nov,7,0,3,1,1,0.26,0.2727,0.81,0.1045,285
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7889,Winter,Nov,8,0,3,1,1,0.28,0.2727,0.81,0.194,478
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7890,Winter,Nov,9,0,3,1,1,0.3,0.2879,0.75,0.2836,193
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7891,Winter,Nov,10,0,3,1,1,0.34,0.3182,0.66,0.2239,110
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7892,Winter,Nov,11,0,3,1,1,0.38,0.3939,0.54,0.2985,122
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7893,Winter,Nov,12,0,3,1,2,0.36,0.3333,0.53,0.2836,160
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7894,Winter,Nov,13,0,3,1,2,0.38,0.3939,0.43,0.3582,147
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7895,Winter,Nov,14,0,3,1,2,0.38,0.3939,0.43,0.3582,112
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7896,Winter,Nov,15,0,3,1,1,0.36,0.3333,0.46,0.3284,115
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7897,Winter,Nov,16,0,3,1,1,0.36,0.3333,0.46,0.2836,226
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7898,Winter,Nov,17,0,3,1,2,0.34,0.303,0.49,0.3284,380
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7899,Winter,Nov,18,0,3,1,1,0.34,0.303,0.49,0.3284,376
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7900,Winter,Nov,19,0,3,1,2,0.32,0.303,0.57,0.2836,279
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7901,Winter,Nov,20,0,3,1,2,0.32,0.303,0.57,0.2836,190
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7902,Winter,Nov,21,0,3,1,1,0.32,0.2879,0.53,0.3881,135
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7903,Winter,Nov,22,0,3,1,1,0.3,0.2727,0.56,0.2985,87
334,2011-11-30,Winter,Nov,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,7904,Winter,Nov,23,0,3,1,1,0.28,0.2576,0.52,0.2836,50
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7905,Winter,Dec,0,0,4,1,1,0.28,0.2576,0.52,0.3284,20
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7906,Winter,Dec,1,0,4,1,1,0.26,0.2424,0.6,0.2836,10
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7907,Winter,Dec,2,0,4,1,1,0.26,0.2273,0.56,0.2985,9
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7908,Winter,Dec,3,0,4,1,1,0.26,0.2424,0.56,0.2537,7
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7909,Winter,Dec,4,0,4,1,1,0.26,0.2424,0.56,0.2836,1
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7910,Winter,Dec,5,0,4,1,1,0.26,0.2424,0.56,0.2537,24
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7911,Winter,Dec,6,0,4,1,1,0.24,0.2121,0.65,0.2836,97
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7912,Winter,Dec,7,0,4,1,1,0.24,0.2121,0.65,0.3582,276
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7913,Winter,Dec,8,0,4,1,1,0.26,0.2273,0.6,0.3284,477
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7914,Winter,Dec,9,0,4,1,1,0.3,0.2727,0.52,0.3284,224
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7915,Winter,Dec,10,0,4,1,1,0.32,0.303,0.53,0.2985,93
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7916,Winter,Dec,11,0,4,1,1,0.34,0.3182,0.49,0.2537,102
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7917,Winter,Dec,12,0,4,1,1,0.36,0.3485,0.46,0.2239,148
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7918,Winter,Dec,13,0,4,1,1,0.4,0.4091,0.4,0.2239,154
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7919,Winter,Dec,14,0,4,1,1,0.4,0.4091,0.4,0.2239,150
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7920,Winter,Dec,15,0,4,1,1,0.4,0.4091,0.4,0.2239,154
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7921,Winter,Dec,16,0,4,1,1,0.4,0.4091,0.4,0.194,201
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7922,Winter,Dec,17,0,4,1,1,0.36,0.3485,0.46,0.1343,418
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7923,Winter,Dec,18,0,4,1,1,0.36,0.3636,0.43,0.1045,405
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7924,Winter,Dec,19,0,4,1,1,0.34,0.3485,0.46,0.1045,228
335,2011-12-01,Winter,Dec,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,7925,Winter,Dec,20,0,4,1,1,0.34,0.3485,0.46,0.1045,190
